,0,1,2,3
0,4.693253434732876,0.05631152550152222,3.8302754069784006,0.1198686418018024
1,3.270659438847253,0.20353214337032657,3.2523497830470793,0.19622332320131106
2,2.4731226826963497,0.36059641997482506,3.117673685985246,0.26600986056653736
3,1.9446439674878024,0.47611466334452157,3.2446722288437075,0.2783251322365453
4,1.5016541334163542,0.5728141453848384,3.2465961695891883,0.31527094451224275
5,1.1622921865957627,0.6744354536975817,3.2937971256636636,0.30623974616231003
6,0.9325701362951149,0.7330631299573145,3.5481971561027863,0.30788178110651193
7,0.7434500480317696,0.7872032549126547,3.6461801628761106,0.3251231612059577
8,0.6262055678227317,0.8152866350022022,3.871089659300931,0.3201970522993891
9,0.5251773356971804,0.851476557690868,3.834503276301135,0.30952381731694556
10,0.48746175320466334,0.8639258911361843,4.171563170226337,0.3136289085587257
11,0.47768581317889774,0.8704400771897725,4.152304000161552,0.326765197691659
12,0.4277081555323152,0.8815865733493043,4.410620235457209,0.3004926210590478
13,0.42380229830709526,0.8825998911812047,4.6448876687458585,0.3021346555261189
14,0.3956546246703201,0.8896931160131354,4.919875510807695,0.31034483676179875
15,0.36074508839621483,0.9044586044121976,4.963140527896694,0.3152709459436351
16,0.33601025372099713,0.908656635421442,4.91960780667554,0.33004926967209786
17,0.36646585725315267,0.8954835036239944,5.121131934849499,0.3292282518237976
18,0.33600204164573744,0.9134337052004008,5.369116753780196,0.3160919630395368
19,0.29638750465632213,0.9247249610588325,5.853883034490012,0.3103448373490366
20,0.33067948130956654,0.916328899023087,5.8120017279251455,0.2906404030623988
21,0.322743517293663,0.9185002943685308,5.577581791454936,0.31362890876058874
22,0.3092089005108663,0.9221192866339459,5.67287342419178,0.3087028001292879
23,0.3507636595604624,0.9122756276954856,5.582767507125592,0.32101807150567696
24,0.332421997421284,0.917486976528002,5.638441220880142,0.3226601076427058
25,0.3225923423475956,0.9221192866253176,6.263643050428682,0.31855501671289577
26,0.3101114971020342,0.9248697207318474,6.507551514456424,0.29802956575243345
27,0.29235802755778695,0.9312391471124206,6.387109815193514,0.299671599962588
28,0.31222852957441016,0.9276201548642621,6.9434906602493065,0.3004926199763279
29,0.3116564031223181,0.9215402478642317,6.722922784354299,0.2922824384470291
